Timestep,StratumID,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2041,Cascades,Drought: High Severity [Type],2.132746532,Normal,Iteration and Timestep,1.066373266,NA,NA
2041,Sierra Nevada,Drought: High Severity [Type],155.5228337,Normal,Iteration and Timestep,77.76141687,NA,NA
2041,California Chaparral and Oak Woodlands,Drought: High Severity [Type],206.0514309,Normal,Iteration and Timestep,103.0257155,NA,NA
2041,Central California Valley,Drought: High Severity [Type],2.207296471,Normal,Iteration and Timestep,1.103648236,NA,NA
2041,Southern California Mountains,Drought: High Severity [Type],23.28932793,Normal,Iteration and Timestep,11.64466396,NA,NA
2041,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],13.96328094,Normal,Iteration and Timestep,6.98164047,NA,NA
2041,Central Basin and Range,Drought: High Severity [Type],14.4813819,Normal,Iteration and Timestep,7.240690951,NA,NA
2041,Mojave Basin and Range,Drought: High Severity [Type],5.728978467,Normal,Iteration and Timestep,2.864489234,NA,NA
2041,Klamath Mountains,Drought: High Severity [Type],81.89297654,Normal,Iteration and Timestep,40.94648827,NA,NA
2041,Northern Basin and Range,Drought: High Severity [Type],5.635144437,Normal,Iteration and Timestep,2.817572219,NA,NA
2041,Sonoran Basin and Range,Drought: High Severity [Type],0.198246003,Normal,Iteration and Timestep,0.099123001,NA,NA
2042,Coast Range,Drought: High Severity [Type],263.0780917,Normal,Iteration and Timestep,131.5390458,NA,NA
2042,Cascades,Drought: High Severity [Type],3.220755285,Normal,Iteration and Timestep,1.610377643,NA,NA
2042,Sierra Nevada,Drought: High Severity [Type],447.7782677,Normal,Iteration and Timestep,223.8891339,NA,NA
2042,California Chaparral and Oak Woodlands,Drought: High Severity [Type],704.6781907,Normal,Iteration and Timestep,352.3390953,NA,NA
2042,Central California Valley,Drought: High Severity [Type],6.261598324,Normal,Iteration and Timestep,3.130799162,NA,NA
2042,Southern California Mountains,Drought: High Severity [Type],213.5308916,Normal,Iteration and Timestep,106.7654458,NA,NA
2042,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],17.19434397,Normal,Iteration and Timestep,8.597171987,NA,NA
2042,Central Basin and Range,Drought: High Severity [Type],23.14811849,Normal,Iteration and Timestep,11.57405925,NA,NA
2042,Mojave Basin and Range,Drought: High Severity [Type],73.10363659,Normal,Iteration and Timestep,36.55181829,NA,NA
2042,Klamath Mountains,Drought: High Severity [Type],347.81541,Normal,Iteration and Timestep,173.907705,NA,NA
2042,Northern Basin and Range,Drought: High Severity [Type],4.19331549,Normal,Iteration and Timestep,2.096657745,NA,NA
2042,Sonoran Basin and Range,Drought: High Severity [Type],12.28709385,Normal,Iteration and Timestep,6.143546923,NA,NA
2043,Coast Range,Drought: High Severity [Type],563.6592041,Normal,Iteration and Timestep,281.8296021,NA,NA
2043,Cascades,Drought: High Severity [Type],10.2020492,Normal,Iteration and Timestep,5.101024601,NA,NA
2043,Sierra Nevada,Drought: High Severity [Type],1007.989603,Normal,Iteration and Timestep,503.9948015,NA,NA
2043,California Chaparral and Oak Woodlands,Drought: High Severity [Type],1137.557713,Normal,Iteration and Timestep,568.7788563,NA,NA
2043,Central California Valley,Drought: High Severity [Type],12.38751964,Normal,Iteration and Timestep,6.193759822,NA,NA
2043,Southern California Mountains,Drought: High Severity [Type],129.6964028,Normal,Iteration and Timestep,64.84820142,NA,NA
2043,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],57.08597434,Normal,Iteration and Timestep,28.54298717,NA,NA
2043,Central Basin and Range,Drought: High Severity [Type],35.75535475,Normal,Iteration and Timestep,17.87767737,NA,NA
2043,Mojave Basin and Range,Drought: High Severity [Type],51.67753524,Normal,Iteration and Timestep,25.83876762,NA,NA
2043,Klamath Mountains,Drought: High Severity [Type],1020.261709,Normal,Iteration and Timestep,510.1308543,NA,NA
2043,Northern Basin and Range,Drought: High Severity [Type],7.371894151,Normal,Iteration and Timestep,3.685947076,NA,NA
2043,Sonoran Basin and Range,Drought: High Severity [Type],1.41709494,Normal,Iteration and Timestep,0.70854747,NA,NA
2044,Coast Range,Drought: High Severity [Type],277.6508631,Normal,Iteration and Timestep,138.8254316,NA,NA
2044,Cascades,Drought: High Severity [Type],4.047502163,Normal,Iteration and Timestep,2.023751081,NA,NA
2044,Sierra Nevada,Drought: High Severity [Type],498.2218231,Normal,Iteration and Timestep,249.1109116,NA,NA
2044,California Chaparral and Oak Woodlands,Drought: High Severity [Type],749.4424537,Normal,Iteration and Timestep,374.7212268,NA,NA
2044,Central California Valley,Drought: High Severity [Type],7.345740016,Normal,Iteration and Timestep,3.672870008,NA,NA
2044,Southern California Mountains,Drought: High Severity [Type],183.1876749,Normal,Iteration and Timestep,91.59383746,NA,NA
2044,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],32.53647649,Normal,Iteration and Timestep,16.26823824,NA,NA
2044,Central Basin and Range,Drought: High Severity [Type],16.86553199,Normal,Iteration and Timestep,8.432765997,NA,NA
2044,Mojave Basin and Range,Drought: High Severity [Type],61.81307015,Normal,Iteration and Timestep,30.90653508,NA,NA
2044,Klamath Mountains,Drought: High Severity [Type],494.8858572,Normal,Iteration and Timestep,247.4429286,NA,NA
2044,Northern Basin and Range,Drought: High Severity [Type],3.009210691,Normal,Iteration and Timestep,1.504605346,NA,NA
2044,Sonoran Basin and Range,Drought: High Severity [Type],1.25773607,Normal,Iteration and Timestep,0.628868035,NA,NA
2045,Coast Range,Drought: High Severity [Type],650.8823118,Normal,Iteration and Timestep,325.4411559,NA,NA
2045,Cascades,Drought: High Severity [Type],16.1452851,Normal,Iteration and Timestep,8.072642549,NA,NA
2045,Sierra Nevada,Drought: High Severity [Type],679.3316139,Normal,Iteration and Timestep,339.665807,NA,NA
2045,California Chaparral and Oak Woodlands,Drought: High Severity [Type],916.8199001,Normal,Iteration and Timestep,458.40995,NA,NA
2045,Central California Valley,Drought: High Severity [Type],8.87868078,Normal,Iteration and Timestep,4.43934039,NA,NA
2045,Southern California Mountains,Drought: High Severity [Type],103.0138699,Normal,Iteration and Timestep,51.50693494,NA,NA
2045,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],105.8948756,Normal,Iteration and Timestep,52.9474378,NA,NA
2045,Central Basin and Range,Drought: High Severity [Type],12.31152143,Normal,Iteration and Timestep,6.155760713,NA,NA
2045,Mojave Basin and Range,Drought: High Severity [Type],25.65133858,Normal,Iteration and Timestep,12.82566929,NA,NA
2045,Klamath Mountains,Drought: High Severity [Type],1549.210174,Normal,Iteration and Timestep,774.6050871,NA,NA
2045,Northern Basin and Range,Drought: High Severity [Type],5.282975879,Normal,Iteration and Timestep,2.641487939,NA,NA
2045,Sonoran Basin and Range,Drought: High Severity [Type],1.050229755,Normal,Iteration and Timestep,0.525114877,NA,NA
2046,Coast Range,Drought: High Severity [Type],18.19430952,Normal,Iteration and Timestep,9.097154759,NA,NA
2046,Cascades,Drought: High Severity [Type],1.234197567,Normal,Iteration and Timestep,0.617098783,NA,NA
2046,Sierra Nevada,Drought: High Severity [Type],52.17538489,Normal,Iteration and Timestep,26.08769245,NA,NA
2046,California Chaparral and Oak Woodlands,Drought: High Severity [Type],34.30721901,Normal,Iteration and Timestep,17.1536095,NA,NA
2046,Central California Valley,Drought: High Severity [Type],0.284682565,Normal,Iteration and Timestep,0.142341283,NA,NA
2046,Southern California Mountains,Drought: High Severity [Type],12.01512932,Normal,Iteration and Timestep,6.00756466,NA,NA
2046,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],15.52076481,Normal,Iteration and Timestep,7.760382406,NA,NA
2046,Central Basin and Range,Drought: High Severity [Type],5.665676442,Normal,Iteration and Timestep,2.832838221,NA,NA
2046,Mojave Basin and Range,Drought: High Severity [Type],5.010223103,Normal,Iteration and Timestep,2.505111552,NA,NA
2046,Klamath Mountains,Drought: High Severity [Type],61.37605127,Normal,Iteration and Timestep,30.68802563,NA,NA
2046,Northern Basin and Range,Drought: High Severity [Type],2.419941902,Normal,Iteration and Timestep,1.209970951,NA,NA
2046,Sonoran Basin and Range,Drought: High Severity [Type],0.227266051,Normal,Iteration and Timestep,0.113633026,NA,NA
2047,Coast Range,Drought: High Severity [Type],17.67468793,Normal,Iteration and Timestep,8.837343964,NA,NA
2047,Cascades,Drought: High Severity [Type],5.157596548,Normal,Iteration and Timestep,2.578798274,NA,NA
2047,Sierra Nevada,Drought: High Severity [Type],156.8302261,Normal,Iteration and Timestep,78.41511304,NA,NA
2047,California Chaparral and Oak Woodlands,Drought: High Severity [Type],32.03140678,Normal,Iteration and Timestep,16.01570339,NA,NA
2047,Central California Valley,Drought: High Severity [Type],0.332316521,Normal,Iteration and Timestep,0.166158261,NA,NA
2047,Southern California Mountains,Drought: High Severity [Type],7.061997663,Normal,Iteration and Timestep,3.530998831,NA,NA
2047,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],59.16550949,Normal,Iteration and Timestep,29.58275475,NA,NA
2047,Central Basin and Range,Drought: High Severity [Type],24.143678,Normal,Iteration and Timestep,12.071839,NA,NA
2047,Mojave Basin and Range,Drought: High Severity [Type],3.794186607,Normal,Iteration and Timestep,1.897093303,NA,NA
2047,Klamath Mountains,Drought: High Severity [Type],87.36947132,Normal,Iteration and Timestep,43.68473566,NA,NA
2047,Northern Basin and Range,Drought: High Severity [Type],6.716236982,Normal,Iteration and Timestep,3.358118491,NA,NA
2047,Sonoran Basin and Range,Drought: High Severity [Type],0.147643566,Normal,Iteration and Timestep,0.073821783,NA,NA
2048,Coast Range,Drought: High Severity [Type],5.589825514,Normal,Iteration and Timestep,2.794912757,NA,NA
2048,Cascades,Drought: High Severity [Type],2.481692505,Normal,Iteration and Timestep,1.240846253,NA,NA
2048,Sierra Nevada,Drought: High Severity [Type],36.92178213,Normal,Iteration and Timestep,18.46089107,NA,NA
2048,California Chaparral and Oak Woodlands,Drought: High Severity [Type],4.539711001,Normal,Iteration and Timestep,2.269855501,NA,NA
2048,Central California Valley,Drought: High Severity [Type],0.047032016,Normal,Iteration and Timestep,0.023516008,NA,NA
2048,Southern California Mountains,Drought: High Severity [Type],1.071874158,Normal,Iteration and Timestep,0.535937079,NA,NA
2048,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],35.03579072,Normal,Iteration and Timestep,17.51789536,NA,NA
2048,Central Basin and Range,Drought: High Severity [Type],7.73983617,Normal,Iteration and Timestep,3.869918085,NA,NA
2048,Mojave Basin and Range,Drought: High Severity [Type],0.543628542,Normal,Iteration and Timestep,0.271814271,NA,NA
2048,Klamath Mountains,Drought: High Severity [Type],38.20707897,Normal,Iteration and Timestep,19.10353948,NA,NA
2048,Northern Basin and Range,Drought: High Severity [Type],4.306544631,Normal,Iteration and Timestep,2.153272316,NA,NA
2048,Sonoran Basin and Range,Drought: High Severity [Type],0.044117544,Normal,Iteration and Timestep,0.022058772,NA,NA
2049,Coast Range,Drought: High Severity [Type],4.840309814,Normal,Iteration and Timestep,2.420154907,NA,NA
2049,Cascades,Drought: High Severity [Type],2.599100652,Normal,Iteration and Timestep,1.299550326,NA,NA
2049,Sierra Nevada,Drought: High Severity [Type],32.60971411,Normal,Iteration and Timestep,16.30485705,NA,NA
2049,California Chaparral and Oak Woodlands,Drought: High Severity [Type],3.304208182,Normal,Iteration and Timestep,1.652104091,NA,NA
2049,Central California Valley,Drought: High Severity [Type],0.033752982,Normal,Iteration and Timestep,0.016876491,NA,NA
2049,Southern California Mountains,Drought: High Severity [Type],0.819987208,Normal,Iteration and Timestep,0.409993604,NA,NA
2049,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],16.28814918,Normal,Iteration and Timestep,8.144074589,NA,NA
2049,Central Basin and Range,Drought: High Severity [Type],7.039057915,Normal,Iteration and Timestep,3.519528958,NA,NA
2049,Mojave Basin and Range,Drought: High Severity [Type],0.257686459,Normal,Iteration and Timestep,0.12884323,NA,NA
2049,Klamath Mountains,Drought: High Severity [Type],22.24614457,Normal,Iteration and Timestep,11.12307229,NA,NA
2049,Northern Basin and Range,Drought: High Severity [Type],3.013572713,Normal,Iteration and Timestep,1.506786356,NA,NA
2049,Sonoran Basin and Range,Drought: High Severity [Type],0.058784974,Normal,Iteration and Timestep,0.029392487,NA,NA
2050,Coast Range,Drought: High Severity [Type],2.595399292,Normal,Iteration and Timestep,1.297699646,NA,NA
2050,Cascades,Drought: High Severity [Type],0.829757341,Normal,Iteration and Timestep,0.414878671,NA,NA
2050,Sierra Nevada,Drought: High Severity [Type],33.30553045,Normal,Iteration and Timestep,16.65276523,NA,NA
2050,California Chaparral and Oak Woodlands,Drought: High Severity [Type],8.610683065,Normal,Iteration and Timestep,4.305341532,NA,NA
2050,Central California Valley,Drought: High Severity [Type],0.091290367,Normal,Iteration and Timestep,0.045645183,NA,NA
2050,Southern California Mountains,Drought: High Severity [Type],4.157076646,Normal,Iteration and Timestep,2.078538323,NA,NA
2050,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],5.240361444,Normal,Iteration and Timestep,2.620180722,NA,NA
2050,Central Basin and Range,Drought: High Severity [Type],12.27818595,Normal,Iteration and Timestep,6.139092974,NA,NA
2050,Mojave Basin and Range,Drought: High Severity [Type],1.113387003,Normal,Iteration and Timestep,0.556693501,NA,NA
2050,Klamath Mountains,Drought: High Severity [Type],12.12882395,Normal,Iteration and Timestep,6.064411975,NA,NA
2050,Northern Basin and Range,Drought: High Severity [Type],1.975607194,Normal,Iteration and Timestep,0.987803597,NA,NA
2050,Sonoran Basin and Range,Drought: High Severity [Type],0.08942504,Normal,Iteration and Timestep,0.04471252,NA,NA
2051,Coast Range,Drought: High Severity [Type],10.96255757,Normal,Iteration and Timestep,5.481278784,NA,NA
2051,Cascades,Drought: High Severity [Type],1.791731011,Normal,Iteration and Timestep,0.895865506,NA,NA
2051,Sierra Nevada,Drought: High Severity [Type],100.4089433,Normal,Iteration and Timestep,50.20447167,NA,NA
2051,California Chaparral and Oak Woodlands,Drought: High Severity [Type],68.65348108,Normal,Iteration and Timestep,34.32674054,NA,NA
2051,Central California Valley,Drought: High Severity [Type],0.711873082,Normal,Iteration and Timestep,0.355936541,NA,NA
2051,Southern California Mountains,Drought: High Severity [Type],23.09336786,Normal,Iteration and Timestep,11.54668393,NA,NA
2051,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],11.3144224,Normal,Iteration and Timestep,5.657211201,NA,NA
2051,Central Basin and Range,Drought: High Severity [Type],27.64933519,Normal,Iteration and Timestep,13.8246676,NA,NA
2051,Mojave Basin and Range,Drought: High Severity [Type],5.587643797,Normal,Iteration and Timestep,2.793821899,NA,NA
2051,Klamath Mountains,Drought: High Severity [Type],27.10472297,Normal,Iteration and Timestep,13.55236149,NA,NA
2051,Northern Basin and Range,Drought: High Severity [Type],2.841671571,Normal,Iteration and Timestep,1.420835786,NA,NA
2051,Sonoran Basin and Range,Drought: High Severity [Type],0.368222932,Normal,Iteration and Timestep,0.184111466,NA,NA
2052,Coast Range,Drought: High Severity [Type],63.85387991,Normal,Iteration and Timestep,31.92693995,NA,NA
2052,Cascades,Drought: High Severity [Type],4.63203659,Normal,Iteration and Timestep,2.316018295,NA,NA
2052,Sierra Nevada,Drought: High Severity [Type],207.8659256,Normal,Iteration and Timestep,103.9329628,NA,NA
2052,California Chaparral and Oak Woodlands,Drought: High Severity [Type],199.0895004,Normal,Iteration and Timestep,99.54475019,NA,NA
2052,Central California Valley,Drought: High Severity [Type],2.342362877,Normal,Iteration and Timestep,1.171181439,NA,NA
2052,Southern California Mountains,Drought: High Severity [Type],24.96262771,Normal,Iteration and Timestep,12.48131386,NA,NA
